CustomerID,Recency,Recency Score,Frequency,Frequency Score,Monetary,Monetary Score,RFM,Customer Segment
26161,31,2,2,3,1903.48,1,231,Big Spender
25285,31,2,2,3,2438.06,1,231,Big Spender
26221,31,2,2,3,2419.06,1,231,Big Spender
20482,31,2,1,3,2443.35,1,231,Big Spender
12785,31,2,1,3,2294.99,1,231,Big Spender
24958,30,2,1,3,2384.07,1,231,Big Spender
16989,30,2,1,3,2319.99,1,231,Big Spender
13852,30,2,1,3,2294.99,1,231,Big Spender
18592,30,2,1,3,2294.99,1,231,Big Spender
26209,31,2,1,3,2384.07,1,231,Big Spender
16786,30,2,1,3,2294.99,1,231,Big Spender
24383,31,2,1,3,2384.07,1,231,Big Spender
25734,31,2,1,3,2384.07,1,231,Big Spender
13271,31,2,1,3,2319.99,1,231,Big Spender
13209,31,2,1,3,2319.99,1,231,Big Spender
23926,31,2,1,3,2443.35,1,231,Big Spender
28901,31,2,1,3,2443.35,1,231,Big Spender
25409,31,2,1,3,2384.07,1,231,Big Spender
24053,31,2,1,3,2443.35,1,231,Big Spender
13460,31,2,4,2,4693.04,1,221,Big Spender
17897,31,2,4,2,2779.9075,1,221,Big Spender
14167,31,2,4,2,4406.74,1,221,Big Spender
15043,31,2,4,2,3846.8896,1,221,Big Spender
16752,31,2,4,2,2512.32,1,221,Big Spender
17794,31,2,4,2,2745.8225,1,221,Big Spender
19958,31,2,4,2,6056.51,1,221,Big Spender
11468,31,2,4,2,6959.82,1,221,Big Spender
14170,31,2,4,2,3291.82,1,221,Big Spender
15169,31,2,4,2,2919.8896,1,221,Big Spender
25119,31,2,4,2,2148.2075,1,221,Big Spender
14648,31,2,4,2,3024.0182,1,221,Big Spender
25225,31,2,3,2,2129.9175,1,221,Big Spender
13217,31,2,3,2,2351.96,1,221,Big Spender
17934,31,2,3,2,3907.0425,1,221,Big Spender
26301,31,2,3,2,4484.4796,1,221,Big Spender
26530,31,2,3,2,4468.1582,1,221,Big Spender
21203,31,2,3,2,4633.9025,1,221,Big Spender
12773,31,2,3,2,5908.25,1,221,Big Spender
15398,31,2,3,2,3132.97,1,221,Big Spender
13526,31,2,3,2,4549.7596,1,221,Big Spender
19517,31,2,3,2,1938.47,1,221,Big Spender
23533,31,2,3,2,3917.5425,1,221,Big Spender
23659,31,2,3,2,4179.33,1,221,Big Spender
11774,31,2,3,2,5900.55,1,221,Big Spender
26098,31,2,3,2,5793.05,1,221,Big Spender
19975,31,2,3,2,6056.61,1,221,Big Spender
21558,31,2,3,2,4919.3,1,221,Big Spender
26513,31,2,3,2,2848.7596,1,221,Big Spender
23324,31,2,3,2,2730.5425,1,221,Big Spender
12756,31,2,3,2,5908.25,1,221,Big Spender
12441,31,2,3,2,5875.55,1,221,Big Spender
16317,31,2,3,2,3001.0425,1,221,Big Spender
13446,31,2,3,2,4536.5525,1,221,Big Spender
26619,31,2,3,2,2972.7696,1,221,Big Spender
12255,31,2,3,2,5883.25,1,221,Big Spender
20456,31,2,3,2,6029.57,1,221,Big Spender
15501,31,2,3,2,3197.98,1,221,Big Spender
20227,31,2,3,2,6054.22,1,221,Big Spender
24203,31,2,3,2,2469.05,1,221,Big Spender
14147,31,2,3,2,4397.75,1,221,Big Spender
20247,31,2,3,2,6056.61,1,221,Big Spender
15166,31,2,3,2,3124.96,1,221,Big Spender
26012,31,2,3,2,5794.05,1,221,Big Spender
25952,31,2,3,2,4598.83,1,221,Big Spender
25637,31,2,3,2,2510.94,1,221,Big Spender
27867,31,2,3,2,2443.55,1,221,Big Spender
24163,31,2,3,2,2756.5425,1,221,Big Spender
20854,31,2,3,2,1938.47,1,221,Big Spender
26084,31,2,3,2,5768.05,1,221,Big Spender
27097,31,2,3,2,4464.4796,1,221,Big Spender
26622,31,2,3,2,2820.4382,1,221,Big Spender
25961,31,2,3,2,1938.47,1,221,Big Spender
25271,31,2,3,2,1854.5782,1,221,Big Spender
24870,31,2,3,2,2457.33,1,221,Big Spender
20808,31,2,3,2,1938.47,1,221,Big Spender
25826,31,2,3,2,1854.5782,1,221,Big Spender
20625,31,2,3,2,6029.57,1,221,Big Spender
26490,31,2,3,2,4468.1582,1,221,Big Spender
22577,31,2,3,2,2743.0425,1,221,Big Spender
24160,31,2,3,2,3046.84,1,221,Big Spender
26616,31,2,3,2,2800.4382,1,221,Big Spender
17754,31,2,3,2,2755.4175,1,221,Big Spender
21183,31,2,3,2,4657.5125,1,221,Big Spender
21060,31,2,3,2,2508.47,1,221,Big Spender
17894,31,2,3,2,2710.4175,1,221,Big Spender
26324,31,2,3,2,4464.4796,1,221,Big Spender
20164,31,2,3,2,3150.3982,1,221,Big Spender
13443,31,2,3,2,4536.5425,1,221,Big Spender
14299,31,2,3,2,5108.7596,1,221,Big Spender
20828,31,2,3,2,1938.47,1,221,Big Spender
26075,31,2,3,2,5768.05,1,221,Big Spender
12487,31,2,3,2,4401.3996,1,221,Big Spender
28394,31,2,3,2,4555.47,1,221,Big Spender
17943,31,2,3,2,2781.5425,1,221,Big Spender
26058,31,2,3,2,5838.05,1,221,Big Spender
23651,31,2,3,2,3917.5425,1,221,Big Spender
25981,31,2,3,2,3018.33,1,221,Big Spender
24770,31,2,3,2,2398.05,1,221,Big Spender
14116,31,2,3,2,3317.4075,1,221,Big Spender
14471,31,2,3,2,3355.4275,1,221,Big Spender
25955,31,2,3,2,4643.83,1,221,Big Spender
26247,31,2,3,2,4468.1582,1,221,Big Spender
20256,31,2,3,2,6029.57,1,221,Big Spender
13489,31,2,3,2,4740.63,1,221,Big Spender
24478,31,2,3,2,3337.0425,1,221,Big Spender
15055,31,2,3,2,4178.25,1,221,Big Spender
14365,31,2,3,2,1804.9175,1,221,Big Spender
20259,31,2,3,2,6029.57,1,221,Big Spender
19964,31,2,3,2,6056.61,1,221,Big Spender
25872,31,2,3,2,5819.05,1,221,Big Spender
16529,31,2,3,2,4752.75,1,221,Big Spender
15061,31,2,3,2,2781.5425,1,221,Big Spender
14477,31,2,3,2,3342.4075,1,221,Big Spender
25623,31,2,3,2,2398.05,1,221,Big Spender
26313,31,2,3,2,4487.1582,1,221,Big Spender
15493,31,2,3,2,3099.96,1,221,Big Spender
26642,31,2,3,2,4490.4796,1,221,Big Spender
15321,31,2,3,2,3112.98,1,221,Big Spender
22251,31,2,3,2,5971.33,1,221,Big Spender
25978,31,2,3,2,5813.05,1,221,Big Spender
14139,31,2,3,2,4397.75,1,221,Big Spender
29138,31,2,3,2,4374.61,1,221,Big Spender
23645,31,2,3,2,4198.33,1,221,Big Spender
14322,31,2,3,2,5111.4382,1,221,Big Spender
13678,31,2,3,2,5933.25,1,221,Big Spender
12573,31,2,3,2,2668.0782,1,221,Big Spender
23731,31,2,3,2,4828.11,1,221,Big Spender
26602,31,2,3,2,4468.1582,1,221,Big Spender
17900,31,2,3,2,2751.4175,1,221,Big Spender
19967,31,2,3,2,6029.57,1,221,Big Spender
12075,31,2,3,2,5933.26,1,221,Big Spender
26061,31,2,3,2,5838.05,1,221,Big Spender
24372,31,2,3,2,3356.0425,1,221,Big Spender
25895,31,2,3,2,4649.83,1,221,Big Spender
15032,31,2,3,2,3800.0782,1,221,Big Spender
11955,31,2,3,2,5953.25,1,221,Big Spender
20628,31,2,3,2,6056.61,1,221,Big Spender
22854,30,2,3,2,4659.9025,1,221,Big Spender
14779,30,2,3,2,3262.83,1,221,Big Spender
15941,31,2,3,2,3105.27,1,221,Big Spender
20567,30,2,3,2,3074.0782,1,221,Big Spender
25396,31,2,3,2,2398.05,1,221,Big Spender
20896,30,2,3,2,1957.47,1,221,Big Spender
26744,30,2,3,2,1938.47,1,221,Big Spender
25270,31,2,3,2,1854.5782,1,221,Big Spender
27952,31,2,3,2,2479.94,1,221,Big Spender
13886,31,2,3,2,4536.5425,1,221,Big Spender
23435,31,2,3,2,3917.5425,1,221,Big Spender
25974,31,2,3,2,5819.05,1,221,Big Spender
12884,31,2,3,2,5900.55,1,221,Big Spender
11908,31,2,3,2,8079.05,1,221,Big Spender
19027,30,2,3,2,3029.0782,1,221,Big Spender
26040,31,2,3,2,3018.33,1,221,Big Spender
16176,30,2,3,2,4404.0782,1,221,Big Spender
19940,30,2,3,2,3440.4275,1,221,Big Spender
21191,31,2,3,2,4169.33,1,221,Big Spender
17773,31,2,3,2,2751.4175,1,221,Big Spender
23830,31,2,3,2,4802.11,1,221,Big Spender
17965,30,2,3,2,3001.0425,1,221,Big Spender
18028,30,2,3,2,3001.0425,1,221,Big Spender
20876,30,2,3,2,1938.47,1,221,Big Spender
26618,31,2,3,2,2826.4382,1,221,Big Spender
15755,30,2,3,2,4404.0782,1,221,Big Spender
24583,31,2,3,2,2487.33,1,221,Big Spender
23999,31,2,3,2,2730.5425,1,221,Big Spender
26747,30,2,3,2,1938.47,1,221,Big Spender
18357,30,2,3,2,2309.97,1,221,Big Spender
16631,30,2,3,2,5900.55,1,221,Big Spender
18838,30,2,3,2,2376.96,1,221,Big Spender
25977,30,2,3,2,4624.83,1,221,Big Spender
24165,31,2,3,2,3046.84,1,221,Big Spender
14155,30,2,3,2,5993.26,1,221,Big Spender
19943,30,2,3,2,3112.97,1,221,Big Spender
28264,30,2,3,2,5997.33,1,221,Big Spender
19605,31,2,3,2,5314.25,1,221,Big Spender
22937,30,2,3,2,4179.33,1,221,Big Spender
22691,30,2,3,2,2457.33,1,221,Big Spender
16259,30,2,3,2,2756.5425,1,221,Big Spender
26684,31,2,3,2,4468.1582,1,221,Big Spender
28158,30,2,3,2,5997.33,1,221,Big Spender
26083,31,2,3,2,5794.05,1,221,Big Spender
12575,30,2,3,2,2668.0782,1,221,Big Spender
20172,30,2,3,2,3150.3982,1,221,Big Spender
15984,30,2,3,2,3124.96,1,221,Big Spender
24457,31,2,3,2,3356.0425,1,221,Big Spender
11759,31,2,3,2,8054.05,1,221,Big Spender
20249,31,2,3,2,5333.25,1,221,Big Spender
15841,31,2,3,2,3105.27,1,221,Big Spender
21629,30,2,3,2,2624.0782,1,221,Big Spender
20836,31,2,3,2,1938.47,1,221,Big Spender
18131,31,2,3,2,3021.3782,1,221,Big Spender
21895,30,2,3,2,4657.5125,1,221,Big Spender
17009,30,2,3,2,2351.96,1,221,Big Spender
13820,30,2,3,2,5908.26,1,221,Big Spender
17919,31,2,3,2,4733.75,1,221,Big Spender
26624,31,2,3,2,2826.4382,1,221,Big Spender
16445,30,2,3,2,3242.83,1,221,Big Spender
26160,30,2,3,2,1938.47,1,221,Big Spender
17315,31,2,3,2,6030.61,1,221,Big Spender
11593,31,2,3,2,5908.25,1,221,Big Spender
24520,31,2,3,2,2462.55,1,221,Big Spender
15028,31,2,3,2,3826.3996,1,221,Big Spender
26435,30,2,3,2,1957.47,1,221,Big Spender
22233,31,2,3,2,5997.33,1,221,Big Spender
17241,31,2,3,2,4382.75,1,221,Big Spender
25777,30,2,3,2,2309.97,1,221,Big Spender
13142,30,2,3,2,4798.34,1,221,Big Spender
21875,30,2,3,2,4921.69,1,221,Big Spender
18566,30,2,3,2,2379.48,1,221,Big Spender
25121,31,2,3,2,2155.9175,1,221,Big Spender
13548,30,2,3,2,5908.25,1,221,Big Spender
16983,30,2,3,2,2357.28,1,221,Big Spender
27866,31,2,3,2,2398.05,1,221,Big Spender
22582,31,2,3,2,2756.5425,1,221,Big Spender
16027,30,2,3,2,3826.3996,1,221,Big Spender
25622,31,2,3,2,2398.05,1,221,Big Spender
18881,30,2,3,2,2359.98,1,221,Big Spender
21921,30,2,3,2,4142.75,1,221,Big Spender
14882,30,2,3,2,1854.5782,1,221,Big Spender
27096,30,2,3,2,4490.4796,1,221,Big Spender
23538,31,2,3,2,4198.33,1,221,Big Spender
20544,31,2,3,2,2457.33,1,221,Big Spender
13846,31,2,3,2,5933.25,1,221,Big Spender
24666,30,2,3,2,4370.61,1,221,Big Spender
26581,31,2,3,2,2822.7596,1,221,Big Spender
25997,30,2,3,2,4623.83,1,221,Big Spender
20023,31,2,3,2,4530.47,1,221,Big Spender
21231,30,2,3,2,3936.5425,1,221,Big Spender
28742,30,2,3,2,2428.05,1,221,Big Spender
19070,30,2,3,2,4748.33,1,221,Big Spender
19963,31,2,3,2,6054.22,1,221,Big Spender
28553,30,2,3,2,3216.8996,1,221,Big Spender
25828,30,2,3,2,1873.5782,1,221,Big Spender
16906,31,2,3,2,2359.98,1,221,Big Spender
24162,31,2,3,2,3004.83,1,221,Big Spender
22004,30,2,3,2,3917.5425,1,221,Big Spender
19256,30,2,3,2,2518.97,1,221,Big Spender
18818,30,2,3,2,2319.26,1,221,Big Spender
14381,31,2,3,2,3330.4175,1,221,Big Spender
26641,30,2,3,2,4464.4796,1,221,Big Spender
24560,30,2,3,2,2404.97,1,221,Big Spender
27869,30,2,3,2,2462.55,1,221,Big Spender
17421,30,2,3,2,2376.96,1,221,Big Spender
20561,30,2,3,2,3139.0882,1,221,Big Spender
17175,31,2,3,2,2334.98,1,221,Big Spender
12549,30,2,3,2,5908.25,1,221,Big Spender
17544,30,2,3,2,2359.98,1,221,Big Spender
24852,31,2,3,2,2457.33,1,221,Big Spender
26326,31,2,3,2,4442.1582,1,221,Big Spender
14819,30,2,3,2,4355.71,1,221,Big Spender
23730,31,2,3,2,4828.11,1,221,Big Spender
21228,31,2,3,2,3936.5425,1,221,Big Spender
16422,31,2,3,2,4632.8625,1,221,Big Spender
22851,30,2,3,2,4632.8625,1,221,Big Spender
26764,30,2,3,2,1938.47,1,221,Big Spender
19293,30,2,3,2,2533.97,1,221,Big Spender
17278,30,2,3,2,4382.75,1,221,Big Spender
27288,30,2,3,2,4442.1582,1,221,Big Spender
16940,30,2,3,2,5006.7,1,221,Big Spender
23667,30,2,3,2,2398.05,1,221,Big Spender
14822,30,2,3,2,4397.75,1,221,Big Spender
14776,30,2,3,2,5908.25,1,221,Big Spender
20318,30,2,3,2,3241.8996,1,221,Big Spender
26661,30,2,3,2,1912.47,1,221,Big Spender
12841,30,2,3,2,5933.25,1,221,Big Spender
21148,30,2,3,2,3223.5782,1,221,Big Spender
22207,30,2,3,2,4921.69,1,221,Big Spender
23621,30,2,3,2,2309.97,1,221,Big Spender
28224,30,2,3,2,6016.33,1,221,Big Spender
26538,30,2,3,2,4464.4796,1,221,Big Spender
26060,31,2,3,2,5794.05,1,221,Big Spender
21394,31,2,3,2,4657.5125,1,221,Big Spender
29223,31,2,3,2,4355.61,1,221,Big Spender
15990,30,2,3,2,3099.96,1,221,Big Spender
12950,30,2,3,2,4760.32,1,221,Big Spender
11968,31,2,3,2,8079.05,1,221,Big Spender
28190,30,2,3,2,5997.33,1,221,Big Spender
16288,30,2,3,2,2768.5325,1,221,Big Spender
19285,30,2,3,2,2751.4175,1,221,Big Spender
17427,30,2,3,2,2371.96,1,221,Big Spender
21572,30,2,3,2,4659.9025,1,221,Big Spender
17135,30,2,3,2,2379.47,1,221,Big Spender
22797,30,2,3,2,2309.97,1,221,Big Spender
20264,31,2,3,2,5333.25,1,221,Big Spender
14705,30,2,3,2,5875.55,1,221,Big Spender
16869,30,2,3,2,2376.96,1,221,Big Spender
20845,31,2,3,2,1957.47,1,221,Big Spender
25133,31,2,3,2,2155.9175,1,221,Big Spender
22196,30,2,3,2,4632.8625,1,221,Big Spender
16657,30,2,3,2,5900.55,1,221,Big Spender
17536,30,2,3,2,2376.96,1,221,Big Spender
15764,30,2,3,2,4413.3896,1,221,Big Spender
25980,31,2,3,2,5819.05,1,221,Big Spender
18578,30,2,3,2,2351.96,1,221,Big Spender
16783,30,2,3,2,2457.33,1,221,Big Spender
15183,30,2,3,2,4368.6996,1,221,Big Spender
24841,30,2,3,2,2319.26,1,221,Big Spender
11038,30,2,3,2,6437.33,1,221,Big Spender
21403,30,2,3,2,4895.69,1,221,Big Spender
24194,31,2,3,2,2418.05,1,221,Big Spender
12023,30,2,3,2,5933.26,1,221,Big Spender
18452,30,2,3,2,4752.75,1,221,Big Spender
15535,31,2,3,2,3099.96,1,221,Big Spender
15767,30,2,3,2,4379.0882,1,221,Big Spender
21217,31,2,3,2,4659.9025,1,221,Big Spender
24503,31,2,3,2,3617.83,1,221,Big Spender
23842,31,2,3,2,4828.11,1,221,Big Spender
26653,30,2,3,2,1938.47,1,221,Big Spender
17364,30,2,3,2,2351.96,1,221,Big Spender
17593,30,2,3,2,2380.47,1,221,Big Spender
27543,30,2,3,2,4468.1582,1,221,Big Spender
21034,31,2,3,2,2533.97,1,221,Big Spender
29478,31,2,3,2,2398.05,1,221,Big Spender
20945,30,2,3,2,1953.47,1,221,Big Spender
16929,31,2,3,2,4733.75,1,221,Big Spender
16079,31,2,3,2,2324.92,1,221,Big Spender
12853,31,2,3,2,4354.0782,1,221,Big Spender
15372,31,2,3,2,3105.27,1,221,Big Spender
17928,31,2,3,2,3917.5425,1,221,Big Spender
27669,30,2,3,2,5997.33,1,221,Big Spender
25127,31,2,3,2,2174.9175,1,221,Big Spender
27606,30,2,3,2,5997.33,1,221,Big Spender
14997,31,2,3,2,4143.25,1,221,Big Spender
20613,31,2,3,2,6056.61,1,221,Big Spender
13039,31,2,3,2,3282.83,1,221,Big Spender
15784,30,2,3,2,4379.0882,1,221,Big Spender
20049,31,2,3,2,3150.3982,1,221,Big Spender
14433,31,2,3,2,3342.4075,1,221,Big Spender
26604,31,2,3,2,4442.1582,1,221,Big Spender
13477,31,2,3,2,4511.5425,1,221,Big Spender
18950,30,2,3,2,2351.96,1,221,Big Spender
28296,30,2,3,2,5997.33,1,221,Big Spender
15040,31,2,3,2,3807.3996,1,221,Big Spender
21214,31,2,3,2,4659.9025,1,221,Big Spender
20430,31,2,3,2,6056.61,1,221,Big Spender
20261,31,2,3,2,5314.25,1,221,Big Spender
26610,31,2,3,2,4509.4796,1,221,Big Spender
24446,31,2,3,2,2447.05,1,221,Big Spender
22986,31,2,3,2,2756.5425,1,221,Big Spender
26112,31,2,3,2,5794.05,1,221,Big Spender
24764,31,2,3,2,2398.05,1,221,Big Spender
17917,31,2,3,2,4733.75,1,221,Big Spender
25946,31,2,3,2,1873.5782,1,221,Big Spender
14599,31,2,3,2,3054.0782,1,221,Big Spender
12435,31,2,3,2,5920.24,1,221,Big Spender
24008,31,2,3,2,2730.5425,1,221,Big Spender
14585,31,2,3,2,3016.0682,1,221,Big Spender
17891,31,2,3,2,2736.4175,1,221,Big Spender
21200,31,2,3,2,3932.5425,1,221,Big Spender
13454,31,2,3,2,2344.26,1,221,Big Spender
20258,31,2,3,2,6029.57,1,221,Big Spender
20427,31,2,3,2,5314.25,1,221,Big Spender
16451,31,2,3,2,4632.8625,1,221,Big Spender
26338,31,2,3,2,4468.1582,1,221,Big Spender
23819,31,2,3,2,4802.11,1,221,Big Spender
21071,31,2,3,2,2533.97,1,221,Big Spender
17848,31,2,3,2,3917.5425,1,221,Big Spender
12120,31,2,3,2,5908.26,1,221,Big Spender
26106,31,2,3,2,5768.05,1,221,Big Spender
17739,31,2,3,2,2736.4175,1,221,Big Spender
24005,31,2,3,2,2756.5425,1,221,Big Spender
17968,31,2,3,2,3043.33,1,221,Big Spender
15976,31,2,3,2,3157.97,1,221,Big Spender
17828,31,2,3,2,3262.83,1,221,Big Spender
17782,31,2,3,2,3021.0425,1,221,Big Spender
21197,31,2,3,2,3917.5425,1,221,Big Spender
16328,31,2,3,2,3001.0425,1,221,Big Spender
24175,31,2,3,2,2743.0425,1,221,Big Spender
26090,31,2,3,2,5819.05,1,221,Big Spender
25924,31,2,3,2,5819.05,1,221,Big Spender
23511,31,2,3,2,4843.11,1,221,Big Spender
25400,31,2,3,2,2469.05,1,221,Big Spender
15499,31,2,3,2,3222.98,1,221,Big Spender
28549,31,2,3,2,2418.05,1,221,Big Spender
25738,31,2,3,2,2398.05,1,221,Big Spender
17248,31,2,3,2,4382.75,1,221,Big Spender
13873,31,2,3,2,4765.63,1,221,Big Spender
25234,31,2,3,2,2174.9175,1,221,Big Spender
11812,31,2,3,2,5900.55,1,221,Big Spender
20225,31,2,3,2,6056.61,1,221,Big Spender
13976,31,2,3,2,4511.5425,1,221,Big Spender
25878,31,2,3,2,4649.83,1,221,Big Spender
15041,31,2,3,2,3826.3996,1,221,Big Spender
17889,31,2,3,2,3043.33,1,221,Big Spender
12499,31,2,3,2,4379.0782,1,221,Big Spender
16432,31,2,3,2,4633.9025,1,221,Big Spender
24009,31,2,3,2,2746.0425,1,221,Big Spender
21201,31,2,3,2,4921.69,1,221,Big Spender
17732,31,2,3,2,4752.75,1,221,Big Spender
19959,31,2,3,2,6056.61,1,221,Big Spender
14709,31,2,3,2,4397.75,1,221,Big Spender
16747,31,2,3,2,2479.94,1,221,Big Spender
26611,31,2,3,2,4490.4796,1,221,Big Spender
25051,31,2,3,2,2174.9175,1,221,Big Spender
26070,31,2,3,2,5768.05,1,221,Big Spender
15914,31,2,3,2,3080.27,1,221,Big Spender
24756,31,2,3,2,2398.05,1,221,Big Spender
26153,31,2,3,2,1957.47,1,221,Big Spender
12771,31,2,3,2,5908.25,1,221,Big Spender
25114,31,2,3,2,2155.9175,1,221,Big Spender
20863,31,2,3,2,3261.33,1,221,Big Spender
12442,31,2,3,2,5900.55,1,221,Big Spender
15064,31,2,3,2,2992.33,1,221,Big Spender
29236,31,2,3,2,4329.61,1,221,Big Spender
21613,31,2,3,2,2610.5782,1,221,Big Spender
17789,31,2,3,2,3936.5425,1,221,Big Spender
26113,31,2,3,2,2730.5425,1,221,Big Spender
25964,31,2,3,2,4649.83,1,221,Big Spender
25758,31,2,3,2,2428.05,1,221,Big Spender
12479,31,2,3,2,4401.4096,1,221,Big Spender
20451,31,2,3,2,6054.22,1,221,Big Spender
23534,31,2,3,2,4179.33,1,221,Big Spender
25947,31,2,3,2,1854.5782,1,221,Big Spender
13143,31,2,3,2,2404.97,1,221,Big Spender
29222,31,2,3,2,4374.61,1,221,Big Spender
13839,31,2,3,2,3242.83,1,221,Big Spender
26245,31,2,3,2,4490.4796,1,221,Big Spender
17188,31,2,3,2,3350.4175,1,221,Big Spender
12903,31,2,3,2,2332.28,1,221,Big Spender
16527,31,2,3,2,4752.75,1,221,Big Spender
26056,31,2,3,2,5838.05,1,221,Big Spender
25037,31,2,3,2,2174.9175,1,221,Big Spender
26511,31,2,3,2,4464.4796,1,221,Big Spender
26116,31,2,3,2,5794.05,1,221,Big Spender
23640,31,2,3,2,3936.5425,1,221,Big Spender
23829,31,2,3,2,4802.11,1,221,Big Spender
12256,31,2,3,2,5953.25,1,221,Big Spender
25973,31,2,3,2,5793.05,1,221,Big Spender
20600,31,2,3,2,6056.61,1,221,Big Spender
14572,31,2,3,2,3016.0682,1,221,Big Spender
25243,31,2,3,2,2155.9175,1,221,Big Spender
23660,31,2,3,2,3917.5425,1,221,Big Spender
17918,31,2,3,2,4733.75,1,221,Big Spender
16275,31,2,3,2,3282.83,1,221,Big Spender
16272,31,2,3,2,3021.0425,1,221,Big Spender
23998,31,2,3,2,2756.5425,1,221,Big Spender
12096,31,2,3,2,5900.55,1,221,Big Spender
23102,31,2,3,2,2730.5425,1,221,Big Spender
21167,31,2,3,2,4657.5125,1,221,Big Spender
24788,31,2,3,2,2418.05,1,221,Big Spender
17065,31,2,3,2,4417.75,1,221,Big Spender
26703,31,2,3,2,4468.1582,1,221,Big Spender
12777,31,2,3,2,5900.55,1,221,Big Spender
25120,31,2,3,2,2155.9175,1,221,Big Spender
26534,31,2,3,2,4490.4796,1,221,Big Spender
19458,31,2,3,2,1957.47,1,221,Big Spender
21668,31,2,3,2,2518.97,1,221,Big Spender
29242,31,2,3,2,4355.61,1,221,Big Spender
26600,31,2,3,2,2800.4382,1,221,Big Spender
17354,31,2,3,2,6029.57,1,221,Big Spender
25910,31,2,3,2,4623.83,1,221,Big Spender
24201,31,2,3,2,2428.05,1,221,Big Spender
13679,31,2,3,2,5933.26,1,221,Big Spender
25916,31,2,3,2,4649.83,1,221,Big Spender
25272,31,2,3,2,1873.5782,1,221,Big Spender
19988,31,2,3,2,4555.47,1,221,Big Spender
29477,31,2,3,2,2428.05,1,221,Big Spender
28446,31,2,3,2,2398.05,1,221,Big Spender
14140,31,2,3,2,4397.75,1,221,Big Spender
16596,31,2,3,2,4486.5425,1,221,Big Spender
23397,31,2,3,2,4828.11,1,221,Big Spender
15840,31,2,3,2,3080.27,1,221,Big Spender
13029,31,2,3,2,2961.0425,1,221,Big Spender
12468,31,2,3,2,5875.55,1,221,Big Spender
12860,31,2,3,2,4464.0882,1,221,Big Spender
14380,31,2,3,2,3330.4275,1,221,Big Spender
17735,31,2,3,2,4752.75,1,221,Big Spender
17626,31,2,3,2,3001.0425,1,221,Big Spender
19601,31,2,3,2,5314.25,1,221,Big Spender
20606,31,2,3,2,6054.22,1,221,Big Spender
20841,31,2,3,2,1938.47,1,221,Big Spender
12474,31,2,3,2,5928.25,1,221,Big Spender
17094,31,2,3,2,3001.0425,1,221,Big Spender
13241,31,2,3,2,2325.96,1,221,Big Spender
24485,31,2,3,2,3356.0425,1,221,Big Spender
24190,31,2,3,2,2428.05,1,221,Big Spender
26540,31,2,3,2,4468.1582,1,221,Big Spender
14449,31,2,3,2,3355.4175,1,221,Big Spender
17947,31,2,3,2,3932.5425,1,221,Big Spender
20864,31,2,3,2,3234.29,1,221,Big Spender
26603,31,2,3,2,4487.1582,1,221,Big Spender
14137,31,2,3,2,4397.75,1,221,Big Spender
26623,31,2,3,2,2841.4382,1,221,Big Spender
25962,31,2,3,2,5819.05,1,221,Big Spender
17071,31,2,3,2,4417.75,1,221,Big Spender
23320,31,2,3,2,2730.5425,1,221,Big Spender
14495,31,2,3,2,1839.9175,1,221,Big Spender
21173,31,2,3,2,4659.9025,1,221,Big Spender
26082,31,2,3,2,5768.05,1,221,Big Spender
17904,31,2,3,2,4733.75,1,221,Big Spender
15199,31,2,3,2,3080.27,1,221,Big Spender
26019,31,2,3,2,1957.47,1,221,Big Spender
17944,31,2,3,2,2751.4175,1,221,Big Spender
25942,31,2,3,2,4598.83,1,221,Big Spender
15079,31,2,3,2,2731.5425,1,221,Big Spender
24170,31,2,3,2,3018.33,1,221,Big Spender
15033,31,2,3,2,3797.3996,1,221,Big Spender
25229,31,2,3,2,2155.9175,1,221,Big Spender
17784,31,2,3,2,3891.5425,1,221,Big Spender
15949,31,2,3,2,3157.97,1,221,Big Spender
25106,31,2,3,2,2170.9175,1,221,Big Spender
20214,31,2,3,2,5304.25,1,221,Big Spender
13705,31,2,3,2,3018.33,1,221,Big Spender
20260,31,2,3,2,5314.25,1,221,Big Spender
12388,31,2,3,2,4379.0782,1,221,Big Spender
14541,31,2,3,2,4397.75,1,221,Big Spender
29048,31,2,3,2,4355.61,1,221,Big Spender
12881,31,2,3,2,5908.26,1,221,Big Spender
23429,31,2,3,2,3936.5425,1,221,Big Spender
14524,31,2,3,2,3001.0425,1,221,Big Spender
24242,31,2,3,2,2756.5425,1,221,Big Spender
15998,31,2,3,2,2371.96,1,221,Big Spender
26698,31,2,3,2,4442.1582,1,221,Big Spender
21202,31,2,3,2,4632.8625,1,221,Big Spender
11933,31,2,3,2,5933.26,1,221,Big Spender
26188,31,2,3,2,1938.47,1,221,Big Spender
20446,31,2,3,2,6029.57,1,221,Big Spender
25982,31,2,3,2,5819.05,1,221,Big Spender
15036,31,2,3,2,3785.0782,1,221,Big Spender
25126,31,2,3,2,2174.9175,1,221,Big Spender
23423,31,2,3,2,3936.5425,1,221,Big Spender
15451,31,2,3,2,2756.5425,1,221,Big Spender
25235,31,2,3,2,2155.9175,1,221,Big Spender
23652,31,2,3,2,3907.5425,1,221,Big Spender
19965,31,2,3,2,6056.61,1,221,Big Spender
14149,31,2,3,2,4417.75,1,221,Big Spender
26200,31,2,3,2,2756.5425,1,221,Big Spender
17787,31,2,3,2,2726.4175,1,221,Big Spender
